technology_id,country,name,groundwater,surfacewater,waterquality,waterquality_referring,watersupply,water_use_rights,water_comments
1521,BW,Biogas,50M_PLUS,POOR,POOR,,RAINFED,COMMUNAL|INDIVIDUAL,"Ground water table: >50m (ranked 1, for Boreholes) and 5-50 m (ranked 2, wells in the Boteti River bed) 
Availability of surface water: poor/none (dry season-unreliable river flow/rainfall)
Water quality (untreated): Poor drinking water (treatement required, salty water in most areas, ranked 1) and unusable (sometimes too salty even for livestock consumption, ranked 2)"
1522,CN,Progressive bench terrace,5_50M,MEDIUM,GOOD,,RAINFED,OPEN_ACCESS,"Availability of surface also poor/ none: Nearly all the branches of Yanhe are seasonal river 

Availability of surface water medium: It is very stable in this region 

Water quality (untreated): Good quality for there are few pollution sources"
1523,CV,Afforestation,5_50M,POOR,POOR,,RAINFED,COMMUNAL,"Ground water table: In rain months, it is more superficial than in the dry months 

Availability of surface water: There is some just when it rains. 

Water quality (untreated): Salinization of water due to over exploitation of wells and boreholes"
1524,ET,Jatropha curcas hedge,5_50M,POOR,POOR,,RAINFED,OPEN_ACCESS,"Ground water table is unknown. 
Availability of surface water:  Only during rainy season 
Water quality (untreated): Poor drinking water (treatment required, mostly groundwater)"
1525,TJ,Rational use of empty and narrow parts along roads as well as the very in stony and unproductive areas of the floodplains by planting willow trees (considering the land shortage problems),LESS_5M,MEDIUM,GOOD,,IRRIGATION,OPEN_ACCESS,
1526,ET,Stone wall check dam,5_50M,POOR,POOR,,MIXED,OPEN_ACCESS,"Ground water table: Unknown
Availability of surface water is poor/none (Only during rainy season) 
Water quality (untreated): Poor drinking water (treatment required,  mostly groundwater)"
1527,UZ,Pasture rotation in the desert areas of Uzbekistan (CACILM),5_50M,POOR,,,RAINFED,,
1528,BF,Vallerani System,50M_PLUS,MEDIUM,POOR,,RAINFED,OPEN_ACCESS|COMMUNAL,Generally the watertable is lowering. Surface water is collected in boulies (ponds) for livestock and household activities. Its quality deteriorates during the dry season and its quantity decreases fast.
1529,TM,Stabilization and afforestation of sand dunes around settlements in the Karakum Desert (CACILM),5_50M,MEDIUM,AGRICULTURALUSE,,IRRIGATION,OTHER,"Ground water table: Water table is located at a depth of 18-25m

Availability of surface water: Surface water remains on takyrs after rainfall. Rainfall takes place in the winter and spring. Runoff is absent in summer and autumn 

Water quality (untreated): In winter and spring, the surface rain water is used for drinking purposes of both people and animals. Wells with a salinity level of 4-8 g/l are used year round for watering the animals only. Water with a salinity higher than 8 g/l is used in winter or diluted with fresh water."
1531,TM,Growing Arundo reeds (Arundo donax L.) to create buffer zones around households (CACILM),5_50M,MEDIUM,GOOD,,IRRIGATION,OTHER,"Ground water table: The water table is located at a depth of 18-20 m 

Availability of surface water: Surface water remains on takyrs after rainfall. Rainfall takes place in the winter and spring seasons. Runoff is absent in summer and autumn

Water quality (untreated): The fresh surface rain water (in winter and spring) is used for drinking purposes (people and animals). The pipeline from the Karakum Canal supplies water for drinking and irrigation"
1532,TM,Planting forest  on mountain slopes using moisture accumulating trenches (CACILM),50M_PLUS,EXCESS,GOOD,,RAINFED,OTHER,"Ground water table: The water table is located at a depth of 150-180 m

Availability of surface water: Mudflows mainly happen in spring and autumn

Water quality (untreated): The water in springs and wells is of a high quality"
1533,UZ,Afforestation for rehabilitation of degraded irrigated croplands (CACILM),ONSURFACE,EXCESS,AGRICULTURALUSE,,IRRIGATION,,"Ground water table: 50-80 cm from the surface

Availability of surface water: In March, after leaching of the soil from salinity and during the summer during the irrigation period

Water quality (untreated): Mineralization is 3-4 g/liter 

"
1534,PT,Prescribed fire,50M_PLUS,POOR,GOOD,,RAINFED,OPEN_ACCESS,
1535,TR,Woven Wood Fences,5_50M,POOR,GOOD,,,INDIVIDUAL,
1536,TD,Water-spreading weirs for the development of degraded dry river valleys,5_50M,POOR,GOOD,,OTHER,,Availability of surface water: excess (during heavy rainfalls in the rainy season) or poor/ none (in the dry season)
1537,KE,Sand dams,5_50M,EXCESS,GOOD,,,COMMUNAL,"Availability of surface water: Sand dams only suit seasonal rivers

Water quality (untreated): Good drinking water because the sand filters the water. Water abstracted through an infiltration gallery has a high bacterialogical quality but water is often used for small scale irrigation and livestock watering."
1538,KG,Spring cleaning and creating a water point,50M_PLUS,MEDIUM,GOOD,,IRRIGATION,,
1539,TJ,Irrigation and grassing of the high semi-desert grassland,5_50M,GOOD,GOOD,,IRRIGATION,COMMUNAL,"Ground water table: Gunt river flows nearby 

Availability of surface water: Gunt river is nearby, but the fields are located above its level. Therefore, there was an irrigation canal built above the village."
1540,HT,Practiques biologiques et structures physiques,LESS_5M,POOR,POOR,,RAINFED,,"Profondeur estimée de l’eau dans le sol: Dans la partie basse

Qualité de l’eau (non traitée): Eau collectée à partir des toitures des maisons"
1541,TJ,Gully rehabilitation,5_50M,MEDIUM,GOOD,,RAINFED,,
1542,TJ,Выращивание  винограда в высокогорной  холодной каменисто-песчаной пустыне.,5_50M,,GOOD,,IRRIGATION,OPEN_ACCESS,"Доступность поверхностной влаги: хорошая, средняя"
1543,TJ,Gully Rehabilitation with Native Trees,50M_PLUS,POOR,GOOD,,,COMMUNAL,
1544,CN,Shrubbery buffer strip with bund,5_50M,GOOD,AGRICULTURALUSE,,RAINFED,COMMUNAL,
1545,TJ,Degraded communal pasture Obishur,50M_PLUS,POOR,UNUSABLE,,RAINFED,LEASED,
1546,ET,Large semi circular stone bunds,5_50M,POOR,AGRICULTURALUSE,,RAINFED,,
1547,ET,Check dam ponds,5_50M,GOOD,AGRICULTURALUSE,,MIXED,COMMUNAL,Availability of surface water is good (September - January). Also medium (February-June)
1548,TJ,Degraded communal pasture Chukurak,50M_PLUS,POOR,UNUSABLE,,RAINFED,COMMUNAL,Availability of surface water: Poor/none (in spring timemore water available)
1549,SY,Semi-circle bunds,,GOOD,,,RAINFED,,Availability of surface water: Also medium (ranked 2) 
1550,RW,Trenches combined with living hedges or grass lines,5_50M,POOR,POOR,,RAINFED,OPEN_ACCESS,
1551,RW,Lining geomembrane plastics for water harvesting and storage,5_50M,GOOD,AGRICULTURALUSE,,MIXED,OPEN_ACCESS|COMMUNAL,
1552,TJ,Current wheat crop in rotation with chickpea cultivation,,,AGRICULTURALUSE,,RAINFED,COMMUNAL,
1553,RW,Radical Terraces,50M_PLUS,POOR,POOR,,RAINFED,OPEN_ACCESS|COMMUNAL,Water quality (untreated): Good drinking water available but very far to fetch.
1554,TJ,Silvo-pastoralism: Orchard with integrated grazing and fodder production,LESS_5M,POOR,GOOD,,RAINFED,COMMUNAL|INDIVIDUAL,
1555,TJ,Pasture management of a communal grazing land,5_50M,MEDIUM,POOR,,RAINFED,COMMUNAL,Water quality (untreated) is also for agricultural use only (irrigation)
1556,CN,Closed Pipe-conduit,5_50M,EXCESS,AGRICULTURALUSE,,RAINFED,COMMUNAL,
1557,BI,Foyers améliorés,5_50M,MEDIUM,POOR,,,OPEN_ACCESS,"Profondeur estimée de l’eau dans le sol: On observe quelques sources d'eau sur le flanc des collines. 

Disponibilité de l’eau de surface: Variale suivant l'intensité des précipitations.

Qualité de l’eau (non traitée): Pollution par la sédimentation"
1558,KE,Productive use of the riparian area using Napier grass and protection of the riverbank with indigenous trees at Kapingazi River,LESS_5M,GOOD,POOR,,RAINFED,INDIVIDUAL,
1559,KE,Tree row and grass strip to sustain filtering and productive function of the riparian zone,LESS_5M,GOOD,GOOD,,,INDIVIDUAL,Availability of surface water: Also excess and poor/none
1560,YE,Bench terraces covered with small stones,,POOR,POOR,,RAINFED,COMMUNAL,
1561,UG,Trenches,,,,,RAINFED,INDIVIDUAL,
1562,YE,Diversion construction with gates and distribution channels,50M_PLUS,POOR,POOR,,RAINFED,COMMUNAL,Ground water table: 400 m
1563,HN,Barreras vivas de Saccharum s. und Pennisetum m.,,,,,RAINFED,,
1564,HN,Acequias de infiltración,,,,,RAINFED,,
1565,NI,Terrazas individuales,,,,,MIXED,,
1566,SN,Agroforestry community garden,,POOR,POOR,,RAINFED,COMMUNAL,"Water quality (untreated): Poor drinking water (treatement required, groundwater accessed through borehole, mainly used in dry season, ranked 1) and for agricultural use only (irrigation, temporary ponds used during rainy season, ranked 2)
"
1567,KE,Riparian forest to improve riverbank stabilization,LESS_5M,GOOD,AGRICULTURALUSE,,RAINFED,COMMUNAL,"Availability of surface water: Sometimes floods, during rains"
1568,TN,Area closure and reforestation with Acacia,5_50M,POOR,AGRICULTURALUSE,,RAINFED,COMMUNAL,
1569,KE,Natural riparian vegetation to sustain a stable riverbank at Naro Moru River,LESS_5M,GOOD,POOR,,,OPEN_ACCESS|COMMUNAL,"Ground water table: Just along the river, deeper ground water level 50-100m"
1570,KE,Keeping natural riparian vegetation and stabilizing riparian with gabions at Naro Moru River,LESS_5M,GOOD,POOR,,,OPEN_ACCESS|COMMUNAL,"Availability of surface water: Just along the river, deeper ground water level 50-100m"
1571,CV,Dams,5_50M,MEDIUM,POOR,,RAINFED,COMMUNAL|INDIVIDUAL,"Ground water table: Also > 50 m
Availability of surface water: Medium (Sources in the period of rains, but also through galleries)
Water quality (untreated): Also good drinking water (ranked 2)"
1572,CV,Muret,5_50M,MEDIUM,,,RAINFED,COMMUNAL|INDIVIDUAL,"Ground water table: Also >50m (ranked 2) 
Availability of surface water: Medium (ranked 1,  Often through galleries, springs, wells and dams) and poor/none (ranked 2)"
1573,CV,Reforced terraces for stone walls,,,,,RAINFED,COMMUNAL,
1574,CV,Barreiras Vivas de Leucaena,5_50M,POOR,POOR,,,COMMUNAL|INDIVIDUAL,"Ground water table: 5-50m (Ranked 1, in rain months, it is more superficial than in the dry months) and <50m (ranked 2)
Availability of surface water: Poor/none (It existe just when it's raining)
Water quality (untreated): poor drinking water (treatment required, salinization of water due to over exploitation of wells and boreholes, ranked 1) and good drinking water (ranked 2)"
1575,PH,Resoiling (Pit with manure),,,,,,,
1576,CN,Biogas Digester for Biomass Energy,,,,,,,
1577,UG,Afforestation /Tree planting,50M_PLUS,POOR,POOR,,RAINFED,,"Ground water table: >50m (It is very hard to reach ground water table)
Availability of surface water: Poor/none (while the rainfall is good, permanent wells are scarce. Runoff dams behind natural rock formations or concrete walls on a rock base, but quickly drys up after the rainy season) 
Water quality (untreated): Poor drinking water (treatement required, while it looks a muddy brown, it has been used for drinking and other domestic purposes without observable harm to the users)"
1578,YE,Building Walls's stones to protect lands and building outlet to drain excess water,50M_PLUS,POOR,POOR,,RAINFED,COMMUNAL|OTHER,Ground water table: 400 m
1579,ES,Selective clearing and planting experiment to promote shrubland fire resilience,5_50M,POOR,GOOD,,,OTHER,
1580,KE,Trees in the riparian area as a protective and aesthetic advantage at Naro Moru River,LESS_5M,GOOD,GOOD,,,COMMUNAL,"Ground water table: <5 mjust along the river, deeper ground water level 50-100m

Water quality (untreated): From a water project"
1581,KE,Stonelines,50M_PLUS,POOR,GOOD,,RAINFED,,"Availability of surface water: The rivers are seasonal, water availability is from river beds if not during the rainy seasons"
1582,DE,Water retention polders without agriculture to improve water  management,LESS_5M,GOOD,AGRICULTURALUSE,,,,
1583,DE,Water retention polders to improve  water management,LESS_5M,GOOD,AGRICULTURALUSE,,,,
1584,ES,Afforestation with Pinus Halepensis after the fire of 1979 (La Molinera),5_50M,POOR,GOOD,,,OTHER,
1585,TJ,Pasture management through rotational grazing,5_50M,POOR,POOR,,RAINFED,COMMUNAL,"Water quality (untreated):  For livestock, surface water in spring (because of snow melting and rainfall), in summer ground water at one water point"
1586,ES,Selective forest clearing to prevent large forest fires,50M_PLUS,POOR,GOOD,,,OTHER,
1587,UG,Planting pits for soil fertilisation and moisture improvement,50M_PLUS,POOR,POOR,,RAINFED,OPEN_ACCESS|INDIVIDUAL,"Ground water table: >50 m (Boreholes have been sank before to great lengths but have invariably dried up) 
Availability of surface water: Poor/none (Available only as trapped runoff behind rocky formations, but soon dries up) 
Water quality (untreated): Poor drinking water (treatment required, runoff)"
1588,UG,Improved fodder production on degraded pastureland,5_50M,MEDIUM,POOR,,RAINFED,OPEN_ACCESS,
1589,UG,Stone lines,50M_PLUS,MEDIUM,POOR,,,OPEN_ACCESS,
1590,NP,Unexpected flood risk control in village,ONSURFACE,EXCESS,UNUSABLE,,,,"Ground water table: Infiltration is very low. Water only flow on surface. 

Availability of surface water: During rainy season excess water flow through the steam.

Water quality (untreated): Some portion water is used in agriculture"
1592,ES,Cleared strip network for fire prevention (firebreaks),5_50M,POOR,GOOD,,,OTHER,
1595,UG,Rubagano rooftop rainwater harvesting system (with concrete/brick tank),50M_PLUS,POOR,POOR,,RAINFED,OPEN_ACCESS,
1597,ET,Gully erosion management,5_50M,MEDIUM,POOR,,RAINFED,OPEN_ACCESS|COMMUNAL,
1598,ET,Area closure on degraded lands,50M_PLUS,MEDIUM,POOR,,RAINFED,OPEN_ACCESS|COMMUNAL,
1599,NP,Pipe Irrigation,ONSURFACE,EXCESS,GOOD,,,OPEN_ACCESS|COMMUNAL,"Ground water table: On surface (ranked 1,  Groundwater use not much evident) and <5m (ranked 2)
Availability of surface water: Excess (ranked 1, Floods occurs in case of heavy seasonal rainfall; supply of water is good and sufficient) and good (ranked 2) 
Water quality (untreated): Good drinking water (perennial surface water distributed through pipelines)"
1600,GR,Grazing land afforestation with Ceratonia siliqua (carob trees) in the Mediterranean,50M_PLUS,MEDIUM,GOOD,,MIXED,COMMUNAL,
1601,ET,Vegetated graded soil bund,5_50M,MEDIUM,POOR,,IRRIGATION,OPEN_ACCESS|COMMUNAL,
1602,AF,Passive Solar House (PSH),5_50M,POOR,GOOD,,,INDIVIDUAL,
1603,AF,Micro irrigation in poplar plantation,5_50M,GOOD,AGRICULTURALUSE,,,COMMUNAL,
1606,IT,Unvegetated strips to reduce fire expansion,5_50M,MEDIUM,GOOD,,,,Availability of surface water is medium (minimum during month of September and October)
1607,TZ,Area enclosures for protection of riverine ecosystem and regeneration of cut and carry materials.,ONSURFACE,MEDIUM,POOR,,RAINFED,OPEN_ACCESS,"Ground water table: On surface (ranked 1, along the flowing river Ngono) and <5m (ranked 2,  the area is within the riverine ecosystem)
Availability of surface water: Medium (The main water source is Kagera river with water flows all year round)
Water quality (untreated): Poor drinking water (treatment required, Kagera river receives partly receives water drained from the upper kibanja, Kikamba and other distant places. Kagera river water therefore is contaminated can not be consumed untreated)"
1608,IT,Metallic fences to prevent damages to pastures from wild  boars,5_50M,MEDIUM,GOOD,,,,Availability of surface water is medium (minimum during month of September and October)
1610,IT,SELECTIVE CUTTING,5_50M,MEDIUM,GOOD,,,,Availability of surface water: Medium (minimum during month of September and October)
1612,TZ,Range enclosures,50M_PLUS,GOOD,GOOD,,RAINFED,OPEN_ACCESS,"Availability of surface water: Good (the range borders lake Kagenyi) 
Water quality (untreated): Good drinking water (available gravity tape water from .....sources)"
1613,NE,Nardi/Vallerani trenches,5_50M,MEDIUM,AGRICULTURALUSE,,MIXED,OPEN_ACCESS|COMMUNAL,
1614,NE,Semi-circular bunds (for crops and forest/rangeland),5_50M,MEDIUM,AGRICULTURALUSE,,MIXED,OPEN_ACCESS|COMMUNAL,
1615,SN,Firebreaks,5_50M,MEDIUM,,,,COMMUNAL,"Ground water table: 5-50m ( > 10 m)
Availability of surface water: Medium (surface runoff generated by limited but intense rainfalls)"
1616,NE,Contour stone bunds,5_50M,MEDIUM,AGRICULTURALUSE,,RAINFED,,"Ground water table: > 10 m 

Availability of surface water: Surface runoff generated by limited but intense rainfalls"
1617,BF,Permeable rock dams,5_50M,MEDIUM,,,,COMMUNAL,
1618,ES,Multi-specific plantation of semiarid woody species on slopes,50M_PLUS,POOR,AGRICULTURALUSE,,,,"Water quality (untreated): For agricultural use only (irrigation)(groundwater) 

"
1619,BF,Permeable rock dikes,5_50M,MEDIUM,,,,COMMUNAL,
1620,NE,Sand dune stabilisation,5_50M,MEDIUM,,,,COMMUNAL,"Profondeur estimée de l’eau dans le sol: 5-50m (> 10 m) 
Disponibilité de l’eau de surface: Moyen (écoulement de surface généré par des pluies limitées mais intenses)"
1621,NE,Grass strips,5_50M,MEDIUM,AGRICULTURALUSE,,RAINFED,OPEN_ACCESS,
1622,ML,Water-spreading weirs,5_50M,MEDIUM,,,MIXED,COMMUNAL,
1623,ML,Small-scale dams,5_50M,MEDIUM,,,MIXED,COMMUNAL,
1624,ML,Village irrigation schemes,5_50M,MEDIUM,,,MIXED,COMMUNAL,"Groundwater table: > 10 m 
Availability of surface water: surface runoff generated by limited but intense rainfalls"
1625,NE,Hand-dug trenches,5_50M,MEDIUM,AGRICULTURALUSE,,RAINFED,,"Ground water table: > 10m

Availability of surface water: Surface runoff generated by limited but intense rainfalls"
1626,NE,Assisted natural regeneration,5_50M,MEDIUM,AGRICULTURALUSE,,RAINFED,,"Ground water table: > 10 m

Availability of surface water: Surface runoff generated by limited but intense rainfalls"
1627,KH,Use of household ponds for garden irrigation and fish production.,LESS_5M,POOR,POOR,,MIXED,OPEN_ACCESS,"Ground water table: during dry season
Availability of surface water: during dry season"
1628,KH,Home gardens for consumption and cash crop production,LESS_5M,POOR,POOR,,MIXED,OPEN_ACCESS,"Ground water table: during dry season
Availability of surface water: during dry season
Water quality: People use it for drinking after filtering or boiling."
1629,KH,Multipurpose use of sugar palm grown on rice field dykes.,LESS_5M,POOR,POOR,,RAINFED,OPEN_ACCESS,"Ground water table: during dry season
Availability of surface water: during dry season
Drinking water: People use it for drinking after filtering or boiling."
1630,ML,Village irrigation schemes developed using the PMN/IPRODI approach,5_50M,MEDIUM,AGRICULTURALUSE,,MIXED,,
1631,ML,Earth embankment dams,5_50M,MEDIUM,AGRICULTURALUSE,,MIXED,,
1632,ML,Masonry micro-dams,5_50M,MEDIUM,AGRICULTURALUSE,,MIXED,,
1633,ML,Dams with water-spreading weirs,5_50M,MEDIUM,AGRICULTURALUSE,,MIXED,,
1634,ML,Cyclopean concrete micro-dams,5_50M,MEDIUM,AGRICULTURALUSE,,MIXED,,
1635,ML,Deepening the channels supplying water to lakes and ponds,5_50M,MEDIUM,AGRICULTURALUSE,,MIXED,,
1636,ML,Introducing tomato varieties using succession planting,5_50M,MEDIUM,AGRICULTURALUSE,,MIXED,,
1637,ML,Promoting bourgou growing,5_50M,MEDIUM,AGRICULTURALUSE,,MIXED,,
1638,ML,Combining agroforestry and gardening to rehabilitate barren lands: the case of the Benkadi cooperative of Syn village,5_50M,MEDIUM,AGRICULTURALUSE,,MIXED,,
1639,ML,Irrigation using a Californian network,5_50M,MEDIUM,AGRICULTURALUSE,,MIXED,,
1640,ML,Ventilated storehouses for highly perishable produce,5_50M,MEDIUM,AGRICULTURALUSE,,MIXED,,Availability of surface water: Also poor/ none
1641,ML,Using gas dryers (Atesta-Sikasso) to process animal and vegetable products,5_50M,MEDIUM,AGRICULTURALUSE,,MIXED,,Availability of surface water: Also poor/ none
1642,KH,Growing stylo grass (Stylosanthes guianensis) as cattle fodder between and under mango trees.,LESS_5M,POOR,POOR,,RAINFED,OPEN_ACCESS,availability of surface water poor durin dry seasons
1643,KH,Cashew living fences,ONSURFACE,GOOD,POOR,,MIXED,OPEN_ACCESS,During wet seasons
1644,KH,Irrigation of paddy fields using water-pumping wheels (Norias),ONSURFACE,GOOD,POOR,,MIXED,OPEN_ACCESS,during dry seasons
1645,KH,Biogas system at household level fed daily with cattle manure,LESS_5M,POOR,POOR,,,OPEN_ACCESS,Ground water tabel and availability of surface water data during dry seasons.  People use water for drinking after filtering or boiling.
1646,IT,Vegetated buffer strips,LESS_5M,GOOD,GOOD,,MIXED,,"Ground water table: <5m a.s.l. (The area surrounding the Venice lagoon (1240 km2) is even below the sea level (down to -2 m) and currently cultivated due to land reclamation. As a result water table is kept artificially low)
Water quality (untreted): Good drinking water (groundwater) and for agricultural use only (surface water can be used for agricultural purposes but not as drinking water)"
1647,IT,Wetland system,ONSURFACE,GOOD,AGRICULTURALUSE,,MIXED,,Water quality (untreated): For agricultural use only (surface water) and good drinking water (groundwater)
1648,ML,Fish farming as a way of adding value to dam schemes,5_50M,MEDIUM,AGRICULTURALUSE,,MIXED,,Availability of surface water: Also poor/ none
1649,ES,Multi-specific plantation of semiarid woody species on terraces with stone walls in ravines and gullies,50M_PLUS,POOR,AGRICULTURALUSE,,,,Water quality (untreated): For agricultural use only (irrigation)(groundwater)
1650,KH,Stabilisation of irrigation channels in sandy soils with old rice bags and Pandanus plants,ONSURFACE,GOOD,POOR,,MIXED,OPEN_ACCESS,during wet seasons
1651,ML,Lining irrigation canals,5_50M,MEDIUM,AGRICULTURALUSE,,MIXED,,
1652,NE,Contour bunds for crops and forest/rangeland,5_50M,MEDIUM,AGRICULTURALUSE,,RAINFED,OPEN_ACCESS,
1653,ML,Integrated Production and Pest Management (IPPM),5_50M,MEDIUM,AGRICULTURALUSE,,MIXED,,Availability of surface water: Also poor/ none
1654,ML,System of rice intensification (SRI),5_50M,MEDIUM,AGRICULTURALUSE,,MIXED,COMMUNAL,
1655,NP,Ground Water Recharge in Nyhakha Chuke Tole for domestic use.,5_50M,MEDIUM,GOOD,,RAINFED,OPEN_ACCESS,
1656,NO,Grass buffer zones alongside waterways in cropland,LESS_5M,GOOD,AGRICULTURALUSE,BOTH,RAINFED,OPEN_ACCESS,
1657,CL,Sistema Ganado-Cultivo: Rotación de Pradera-Cultivo Mediante Mínima Labranza,5_50M,,GOOD,,RAINFED,INDIVIDUAL,
1658,GR,Rainwater harvesting for greenhouse irrigation,5_50M,MEDIUM,AGRICULTURALUSE,,IRRIGATION,COMMUNAL|INDIVIDUAL|OTHER,Water quality (treated): good drinking water
1659,AF,Kanda,50M_PLUS,POOR,AGRICULTURALUSE,,RAINFED,COMMUNAL,
1660,DE,Water retention polders with adapted  land use (North Sea region),LESS_5M,GOOD,AGRICULTURALUSE,,,,
1661,AF,Contour Tied Trench,,MEDIUM,POOR,,RAINFED,COMMUNAL,"Availability of surface water: During rainy seasons

Water quality (untreated): Not good but used for animal drinking water using traditional water harvesting structures"
1662,NL,Postpone grassland renewal,5_50M,MEDIUM,POOR,,RAINFED,,
1663,IT,Variable rate biosolids management,LESS_5M,GOOD,GOOD,,MIXED,COMMUNAL|LEASED,"Although water salinity is not spread throughout the Veneto region, some agricultuiral aras along the coasts show problems of salt intrusion that may compromise irrigation."
1664,SK,Wooden check dams,,GOOD,GOOD,,MIXED,LEASED,"Ground water table is unknown
Water quality (untreated) is good drinking water (ground water)"
1665,HN,Agroforestal Quesungual,,,,,RAINFED,,
1666,SK,Level ditches in cropland,,EXCESS,GOOD,,MIXED,COMMUNAL|INDIVIDUAL,Ground water table is unknown
1667,TJ,Rapid method of hay transportation from highlands haymaking place by using of hay carrying mechanism,5_50M,GOOD,GOOD,,MIXED,OPEN_ACCESS,
1668,CL,Cero Labranza,50M_PLUS,GOOD,AGRICULTURALUSE,,,,
1669,AR,Recuperación de las organizaciones de base como estrategia para la gestión de los recursos suelos y aguas y el desarrollo rural comunitario,50M_PLUS,MEDIUM,GOOD,,RAINFED,OPEN_ACCESS,Calidad de agua:  Buena calidad para consumo humano y agropecuario.
1670,CH,Slope division for erosion control,5_50M,GOOD,GOOD,,MIXED,COMMUNAL|OTHER,
1671,AR,"Recuperación de prácticas tradicionales de producción, como estrategia productiva con resiliencia en Humahuaca",50M_PLUS,MEDIUM,GOOD,,IRRIGATION,OPEN_ACCESS,
1672,IS,Planting birch trees to establish local seed banks,LESS_5M,POOR,GOOD,GROUND,RAINFED,OPEN_ACCESS,
1674,RU,Создание плодового сада на территории университетского кампуса,LESS_5M,POOR,GOOD,,,OPEN_ACCESS,
1675,SK,"Water retention basin, a flood-control reservoir",,,GOOD,,MIXED,,
1676,KE,Nine Maize Pits,5_50M,MEDIUM,POOR,,RAINFED,INDIVIDUAL,
1677,MG,Sustainable propagation of the  fodder tree Euphorbia stenoclada  (“samata”),5_50M,POOR,POOR,,RAINFED,OPEN_ACCESS,
1678,DE,Mobile cultivation beds,5_50M,GOOD,AGRICULTURALUSE,,,,Seasonality of water quality and source of pollution: for agricultural use only (rainwater)
1679,ES,Prescribed fire,5_50M,POOR,AGRICULTURALUSE,,,,
1680,CH,Hangunterteilung durch Ackersaum,5_50M,GOOD,GOOD,,MIXED,OTHER,
1681,ES,Contour-felled log barriers,5_50M,MEDIUM,AGRICULTURALUSE,,,,
1682,NP,Biodynamic composting,LESS_5M,GOOD,AGRICULTURALUSE,,,COMMUNAL,Water quality (untreated): Also good drinking water
1683,NP,Contour Bunding,50M_PLUS,POOR,,,RAINFED,OPEN_ACCESS,
1684,NP,Sustainable land management using controlled gullying,5_50M,EXCESS,POOR,,MIXED,OPEN_ACCESS,"Water quality (untreated): Also for agricultural use only (irrigation)

Availability of surface water: During Monsoon"
1685,NP,Hedgerow technology,50M_PLUS,POOR,UNUSABLE,,RAINFED,,
1686,NP,Kiwi fruit cultivation,LESS_5M,GOOD,GOOD,,,COMMUNAL|INDIVIDUAL,Water quality (untreated): Also for agricultural use (irrigation)
1687,NP,Plastic film technology,LESS_5M,GOOD,,,,INDIVIDUAL,Water quality (untreated): Also for agricultural use (irrigation)
1688,NP,A low-cost polyhouse for tomato production in the rainy season,,,,,,COMMUNAL,
1689,CL,Microtranque para la recolección de agua lluvia,5_50M,POOR,AGRICULTURALUSE,,MIXED,INDIVIDUAL,
1690,NP,Treadle Pump,5_50M,POOR,AGRICULTURALUSE,,RAINFED,COMMUNAL,
1691,NP,Riverbed farming,5_50M,POOR,GOOD,,,,Ground water table: 30-50 m
1692,NP,Riverbank Protection,5_50M,POOR,AGRICULTURALUSE,,,COMMUNAL,
1693,NP,Using Salix plant to protect stream banks,50M_PLUS,GOOD,AGRICULTURALUSE,,,COMMUNAL,
1694,NP,Tomato Grafting,50M_PLUS,POOR,GOOD,,RAINFED,COMMUNAL,
1695,NP,Vermicomposting,LESS_5M,GOOD,GOOD,,,OTHER,Water quality (untreated): Also for agricultural use (irrigation)
1697,DE,Adapted management of organic soils,ONSURFACE,EXCESS,AGRICULTURALUSE,,,INDIVIDUAL,Seasonal fluctuations (surface water):  Wet conditions throughout the year.
1698,DE,High-quality inner urban development,,,,,,,
1699,DE,Grassland preservation,LESS_5M,GOOD,AGRICULTURALUSE,,,,
1700,PH,Rockwall Terracing,50M_PLUS,POOR,GOOD,,RAINFED,INDIVIDUAL,"Seasonality of water quality and source of pollution (good drinking water, year round, spring water )"
1701,PH,Seed Production of Multipurpose Shrubs/Legumes,LESS_5M,GOOD,GOOD,,RAINFED,OPEN_ACCESS,
1702,CY,Agricultural terraces with dry-stone walls,50M_PLUS,MEDIUM,GOOD,,RAINFED,,
1703,CY,Carob tree protection from rats,5_50M,POOR,AGRICULTURALUSE,,MIXED,,"Ground water table is 5-50m (if a field is near a river) and >50m if a field is far from rivers
Availability of surface water is poor/none (When it rains it does not last long enough in order to cause floods) 
Water quality (untreated) is for agriculutral use only ( ground water analysis showed that in some cases the water is contaminated with boron)"
1704,NL,Submerged drains,LESS_5M,GOOD,AGRICULTURALUSE,,RAINFED,LEASED,"Ground water table: <5m (Average lowest grondwater level in the pilot region is 5-10 cm below the soil surface; average highest level 55-65 cm)
Availability of surface water is good (surface water is amply available due to the low position of the peat soil area compared to the mean sea level, and due to the dense network of ditches and other surface water conveyors and bodies) and excess (surface water levels are under continuous control by the water boards. Therefore flood situations do not occur, but under high-intensity rainfall events fields may submerge) 
Water quality (untreated) is for agriculutral use only (Irrigation,  surface and groundwater can be used for agriculture without treatment. Nutrient rich water emerging by capillary rise in polders may not be suitable for nature.)
Biodiversity is medium (the grasslands in the western peatsoil area are suitable habtitats for meadow birds)"
1705,PH,Firebreaks/ Greenbreaks,LESS_5M,MEDIUM,,,,,
1706,RO,Cropping perennial grasses (Miscanthus sinensis gigantheus) on soils contaminated with heavy metals,LESS_5M,GOOD,POOR,,RAINFED,,
